chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr4;74439485;74441147;1663;74440732;640,72;1027,1394;91,87805;1022,31012;mDUX-rep2-peak.19676
chr6;61778554;61779389;836;61778918;640,72;1027,1394;91,87805;1022,31012;mDUX-rep2-peak.23598
chr13;119910786;119914166;3381;119913565;639,77;1025,1095;91,74215;1020,28223;mDUX-rep2-peak.8460
chr1;87609239;87610057;819;87609662;661,6;1024,72717;82,68014;1019,90112;mDUX-rep2-peak.1037
chr5;33911699;33912652;954;33912109;636,92;1019,02405;91,33444;1014,20325;mDUX-rep2-peak.21692
chr11;83076934;83077544;611;83077267;635,97;1016,99701;91,19853;1012,17841;mDUX-rep2-peak.4794
chr3;134007212;134008024;813;134007607;635,02;1016,99701;91,06263;1012,17841;mDUX-rep2-peak.18743
chr9;88873237;88873967;731;88873598;635,02;1016,99701;91,06263;1012,17841;mDUX-rep2-peak.28851
chr2;146169204;146170024;821;146169627;864,73;1015,06995;37,64041;1010,2547;mDUX-rep2-peak.16853
chr5;34776521;34777424;904;34776940;634,07;1014,97058;90,92673;1010,1554;mDUX-rep2-peak.21708
chr8;126104023;126104899;877;126104470;634,07;1014,26093;90,72451;1009,4472;mDUX-rep2-peak.27797
chr2;83984078;83984894;817;83984415;817,27;1013,13776;43,40949;1008,32452;mDUX-rep2-peak.16196
chr13;48941996;48943000;1005;48942594;725,2;1012,29156;60,51631;1007,47986;mDUX-rep2-peak.7438
chr1;105615117;105616267;1151;105615562;632,17;1010,91974;90,65491;1006,1087;mDUX-rep2-peak.1171
chr1;24245859;24246655;797;24246280;632,17;1010,21234;90,45331;1005,40283;mDUX-rep2-peak.232
chr3;57378812;57379594;783;57379166;631,22;1008,89526;90,51901;1004,08643;mDUX-rep2-peak.17799
chr4;4944019;4945081;1063;4944684;631,22;1008,89526;90,51901;1004,08643;mDUX-rep2-peak.19024
chr17;20701940;20702722;783;20702314;630,27;1006,87158;90,38312;1002,06488;mDUX-rep2-peak.12818
chr10;62735707;62736611;905;62736180;629,33;1004,84851;90,24721;1000,04413;mDUX-rep2-peak.2867
chr10;7611860;7612814;955;7612344;626,48;998,78369;89,83949;993,98541;mDUX-rep2-peak.2216
chr15;55499941;55500845;905;55500398;625,53;996,76343;89,70359;991,96704;mDUX-rep2-peak.11087
chr6;149231303;149232163;861;149231713;625,53;996,76343;89,70359;991,96704;mDUX-rep2-peak.24563
chr6;47782438;47783195;758;47782856;869,48;995,52509;35,22908;990,73065;mDUX-rep2-peak.23410
chr10;54696376;54697385;1010;54696866;624,58;994,74377;89,5677;989,94958;mDUX-rep2-peak.2778
chr16;13205094;13206655;1562;13206068;768,86;989,23877;48,1162;984,45099;mDUX-rep2-peak.11769
chr13;119864332;119865479;1148;119865072;621,73;988,68933;89,15998;983,90173;mDUX-rep2-peak.8455
chr17;17281881;17283186;1306;17282333;621,73;988,68933;89,15998;983,90173;mDUX-rep2-peak.12793
chr11;64034914;64036041;1128;64035351;729,94;987,78162;55,4584;982,99554;mDUX-rep2-peak.4566
chr3;134012334;134013911;1578;134013544;619,83;984,65662;88,88817;979,8728;mDUX-rep2-peak.18744
chr7;15215594;15217005;1412;15216037;618,88;982,64124;88,75227;977,85919;mDUX-rep2-peak.24846
chr3;93807598;93808720;1123;93808322;632,17;979,36945;82,01725;974,59106;mDUX-rep2-peak.18215
chr10;110652028;110652858;831;110652439;616,99;978,61255;88,48046;973,83453;mDUX-rep2-peak.3499
chr12;54368242;54369641;1400;54369121;616,99;978,61255;88,48046;973,83453;mDUX-rep2-peak.5899
chr4;74434342;74435233;892;74434806;616,04;978,61255;88,34456;973,83453;mDUX-rep2-peak.19674
chr4;116548076;116549069;994;116548671;616,99;978,61255;88,48046;973,83453;mDUX-rep2-peak.20115
chr1;36285777;36286796;1020;36286418;702,41;977,44916;59,85489;972,67413;mDUX-rep2-peak.352
chr2;83966559;83967463;905;83966977;788,79;977,22205;43,34757;972,44714;mDUX-rep2-peak.16191
chr13;18645091;18645868;778;18645496;615,09;976,59912;88,20866;971,82446;mDUX-rep2-peak.7032
chr13;120280654;120283241;2588;120281231;615,09;976,59912;88,20866;971,82446;mDUX-rep2-peak.8498
chr14;59307731;59308586;856;59308159;615,09;976,59912;88,20866;971,82446;mDUX-rep2-peak.9959
chr3;135567742;135568510;769;135568157;650,21;972,92102;73,90015;968,15039;mDUX-rep2-peak.18759
chr7;130446685;130447491;807;130447146;613,19;972,57471;87,93685;967,80414;mDUX-rep2-peak.26170
chr3;112913742;112914483;742;112914080;612,24;970,56354;87,80095;965,79504;mDUX-rep2-peak.18532
chr11;6894991;6895776;786;6895435;670,14;969,78149;66,91341;965,01471;mDUX-rep2-peak.3855
chr17;63589137;63590019;883;63589622;611,29;968,55304;87,66504;963,78662;mDUX-rep2-peak.13276
chr9;20373564;20374406;843;20373996;611,29;968,55304;87,66504;963,78662;mDUX-rep2-peak.27990
chr7;15439966;15440862;897;15440389;729,94;967,4812;52,21012;962,71655;mDUX-rep2-peak.24876
chr2;84782393;84783232;840;84782821;610,34;966,54333;87,52914;961,77893;mDUX-rep2-peak.16215
chr14;42280009;42280882;874;42280537;608,44;962,52606;87,25732;957,76605;mDUX-rep2-peak.9630
chr4;35069848;35070785;938;35070347;608,44;962,52606;87,25732;957,76605;mDUX-rep2-peak.19289
chr6;67239271;67240210;940;67239874;607,49;960,51837;87,12143;955,76074;mDUX-rep2-peak.23660
chr3;95431252;95432091;840;95431680;635,02;960,03809;75,97907;955,28204;mDUX-rep2-peak.18295
chr2;83978248;83979146;899;83978598;821,07;959,67523;37,01332;954,91949;mDUX-rep2-peak.16195
chr1;85603552;85604627;1076;85603993;736,59;956,77155;49,21835;952,01843;mDUX-rep2-peak.994
chr9;43984897;43986056;1160;43985691;760,32;955,91595;44,94459;951,16455;mDUX-rep2-peak.28297
chr10;72807187;72808458;1272;72807998;604,65;954,49994;86,71371;949,74915;mDUX-rep2-peak.3018
chr19;19876295;19876872;578;19876695;604,65;954,49994;86,71371;949,74915;mDUX-rep2-peak.14702
chr12;12859188;12860010;823;12859595;603,7;952,49518;86,57781;947,7467;mDUX-rep2-peak.5384
chr2;83953169;83954302;1134;83953607;604,65;948,16357;84,91953;943,42065;mDUX-rep2-peak.16187
chr7;15260885;15261788;904;15261338;600,85;946,48523;86,1701;941,74304;mDUX-rep2-peak.24861
chr19;26876662;26877709;1048;26877037;599,9;944,48328;86,0342;939,74329;mDUX-rep2-peak.14779
chr2;113095690;113096439;750;113095954;599,9;944,48328;86,0342;939,74329;mDUX-rep2-peak.16471
chr1;132251375;132252204;830;132251764;598,95;942,48224;85,89829;937,74457;mDUX-rep2-peak.1360
chr7;73678115;73679134;1020;73678548;598,95;942,48224;85,89829;937,74457;mDUX-rep2-peak.25506
chr7;122916775;122917669;895;122917218;598;942,48224;85,76239;937,74457;mDUX-rep2-peak.26072
chr13;81739105;81740281;1177;81739731;597,05;940,48175;85,62649;935,74768;mDUX-rep2-peak.8024
chr14;106474204;106474885;682;106474534;891,31;938,64893;28,56297;933,91675;mDUX-rep2-peak.10424
chr2;91972222;91972993;772;91972642;805,88;937,71704;36,67629;932,98663;mDUX-rep2-peak.16279
chr13;99363957;99364834;878;99364430;691,97;937,41974;55,40241;932,68951;mDUX-rep2-peak.8211
chr10;52205494;52206378;885;52205915;595,15;936,48322;85,35468;931,75336;mDUX-rep2-peak.2754
chr12;70209589;70210575;987;70210111;595,15;936,48322;85,35468;931,75336;mDUX-rep2-peak.6054
chr5;68743456;68744280;825;68743927;595,15;936,48322;85,35468;931,75336;mDUX-rep2-peak.22008
chr7;78491534;78492500;967;78491885;634,07;936,47357;70,72067;931,745;mDUX-rep2-peak.25547
chr1;11257497;11258317;821;11257906;592,31;930,49066;84,94697;925,76709;mDUX-rep2-peak.88
chr5;104987769;104988647;879;104988230;592,31;930,49066;84,94697;925,76709;mDUX-rep2-peak.22351
chr7;11169648;11170494;847;11170106;592,31;930,49066;84,94697;925,76709;mDUX-rep2-peak.24727
chr1;24611572;24616171;4600;24615066;1351,67;929,31842;12,04518;924,59656;mDUX-rep2-peak.234
chr15;81150297;81151930;1634;81151540;591,36;928,49469;84,81107;923,77313;mDUX-rep2-peak.11322
chr2;83989881;83990750;870;83990228;830,56;928,42053;33,06393;923,70026;mDUX-rep2-peak.16198
chr14;75840219;75841023;805;75840632;624,58;926,82672;71,84789;922,10712;mDUX-rep2-peak.10142
chr1;16891594;16892491;898;16892065;590,41;926,49933;84,67516;921,77991;mDUX-rep2-peak.182
chr7;7060166;7061290;1125;7060543;590,41;926,49933;84,67516;921,77991;mDUX-rep2-peak.24653
chr3;79046292;79047810;1519;79046563;589,46;924,5047;84,53926;919,78723;mDUX-rep2-peak.18009
chr3;133431506;133432321;816;133431912;589,46;924,5047;84,53926;919,78723;mDUX-rep2-peak.18736
chr13;10174538;10176576;2039;10175102;587,56;920,51782;84,26746;915,80432;mDUX-rep2-peak.6863
chr8;4074450;4075221;772;4074809;586,61;918,52551;84,13155;913,81433;mDUX-rep2-peak.26362
chr2;83960831;83961684;854;83961169;797,34;918,37836;35,60818;913,6684;mDUX-rep2-peak.16190
chr10;30570410;30571338;929;30570885;585,66;916,53375;83,99564;911,82465;mDUX-rep2-peak.2503
chr4;134996783;134997620;838;134996987;684,38;916,04559;53,27475;911,33795;mDUX-rep2-peak.20367
chr1;16888299;16889439;1141;16888975;584,71;914,54297;83,85974;909,83588;mDUX-rep2-peak.180
chr13;97732329;97733328;1000;97732798;584,71;914,54297;83,85974;909,83588;mDUX-rep2-peak.8187
chr2;171818046;171818698;653;171818362;705,26;913,30603;48,55705;908,60083;mDUX-rep2-peak.17166
chr5;33903962;33909569;5608;33904455;593,26;912,65149;79,57359;907,94653;mDUX-rep2-peak.21690
chr2;167520041;167521137;1097;167520690;626,48;910,88092;67,50703;906,17804;mDUX-rep2-peak.17101
chr6;18093802;18094501;700;18094145;581,87;908,57483;83,45203;903,87421;mDUX-rep2-peak.23117
chr14;91655666;91656622;957;91655969;580,92;906,58698;83,31613;901,88855;mDUX-rep2-peak.10292
chr14;42624660;42625482;823;42625124;579,97;904,59979;83,18022;899,90363;mDUX-rep2-peak.9642
chr17;59061895;59063310;1416;59062837;579,02;904,59979;83,04432;899,90363;mDUX-rep2-peak.13244
chr8;86678083;86679559;1477;86679124;579,97;904,59979;83,18022;899,90363;mDUX-rep2-peak.27383
chr16;38153550;38154388;839;38153932;578,07;902,61334;82,90842;897,92096;mDUX-rep2-peak.12131
chr19;31044838;31045767;930;31045334;578,07;902,61334;82,90842;897,92096;mDUX-rep2-peak.14835
chr10;59850172;59851095;924;59850682;602,75;901,73041;73,4129;897,03961;mDUX-rep2-peak.2829
chr16;81779796;81780535;740;81780126;577,12;900,62775;82,77251;895,93738;mDUX-rep2-peak.12459
chr2;166303993;166304862;870;166304458;653,06;898,67096;57,39849;893,98297;mDUX-rep2-peak.17086
chr13;40649038;40650288;1251;40649842;647,36;898,6192;58,94187;893,9325;mDUX-rep2-peak.7309
chr17;27287409;27288083;675;27287726;738,48;897,54633;40,91653;892,86011;mDUX-rep2-peak.12904
chr10;29958381;29959195;815;29958718;606,54;896,86261;70,80114;892,1767;mDUX-rep2-peak.2498
chr10;104142398;104144089;1692;104142862;574,27;894,67505;82,3648;889,99146;mDUX-rep2-peak.3411
chr3;157703716;157705320;1605;157704198;574,27;894,67505;82,3648;889,99146;mDUX-rep2-peak.18965
chr7;78885284;78886032;749;78885637;668,24;894,06738;53,05979;889,38538;mDUX-rep2-peak.25549
chr10;52210865;52212247;1383;52211871;572,37;890,71063;82,09299;886,03125;mDUX-rep2-peak.2755
chr4;20944151;20945252;1102;20944925;572,37;890,71063;82,09299;886,03125;mDUX-rep2-peak.19162
chr1;178844313;178845097;785;178844663;571,42;888,72949;81,9571;884,05243;mDUX-rep2-peak.1962
chr6;59875545;59876267;723;59875915;571,42;888,72949;81,9571;884,05243;mDUX-rep2-peak.23573
chr11;9812612;9814192;1581;9813813;570,47;886,74908;81,82119;882,07434;mDUX-rep2-peak.3908
chr12;83624306;83625541;1236;83625154;570,47;886,74908;81,82119;882,07434;mDUX-rep2-peak.6264
chr15;98967574;98970017;2444;98968280;570,47;886,74908;81,82119;882,07434;mDUX-rep2-peak.11511
chr13;112152875;112153789;915;112153338;719,5;886,38806;42,38238;881,71478;mDUX-rep2-peak.8370
chr11;60657172;60657688;517;60657471;569,53;884,76953;81,68529;880,09674;mDUX-rep2-peak.4497
chr14;45403938;45405527;1590;45405048;569,53;884,76953;81,68529;880,09674;mDUX-rep2-peak.9766
chr2;34929022;34929952;931;34929498;569,53;884,76953;81,68529;880,09674;mDUX-rep2-peak.15621
chr16;14748460;14749299;840;14748879;568,58;882,79053;81,54939;878,12;mDUX-rep2-peak.11801
chr7;15181074;15183250;2177;15182050;568,58;882,79053;81,54939;878,12;mDUX-rep2-peak.24837
chr13;53261183;53262003;821;53261602;611,29;882,1145;65,72462;877,44556;mDUX-rep2-peak.7499
chr2;177077861;177078602;742;177078218;567,63;880,81238;81,41348;876,14398;mDUX-rep2-peak.17236
chr5;81555756;81556568;813;81556143;567,63;880,81238;81,41348;876,14398;mDUX-rep2-peak.22119
chr7;38467653;38468474;822;38468050;567,63;880,81238;81,41348;876,14398;mDUX-rep2-peak.25153
chr5;64914311;64915053;743;64914662;569,53;880,48645;80,46903;875,8197;mDUX-rep2-peak.21951
chr5;76098860;76099600;741;76099183;566,68;878,83514;81,27757;874,16913;mDUX-rep2-peak.22079
chr6;149225346;149226744;1399;149225730;566,68;878,83514;81,27757;874,16913;mDUX-rep2-peak.24562
chr14;14149386;14150016;631;14149801;565,73;876,85852;81,14168;872,19476;mDUX-rep2-peak.9274
chr4;45289900;45291391;1492;45290300;591,36;875,51776;70,76301;870,85614;mDUX-rep2-peak.19381
chr11;83071003;83072033;1031;83071330;574,27;875,48022;77,03152;870,8186;mDUX-rep2-peak.4793
chr15;8700752;8701555;804;8701089;618,88;874,24976;61,98843;869,59015;mDUX-rep2-peak.10647
chr6;99559482;99560352;871;99559956;633,12;873,31854;57,64749;868,6593;mDUX-rep2-peak.24019
chr16;13133334;13134241;908;13133809;570,47;871,70239;77,61437;867,04547;mDUX-rep2-peak.11765
chr1;149599570;149600268;699;149599901;562,88;870,93347;80,73396;866,27679;mDUX-rep2-peak.1562
chr10;27884574;27885717;1144;27885069;562,88;870,93347;80,73396;866,27679;mDUX-rep2-peak.2475
chr11;105852947;105854586;1640;105854189;562,88;870,93347;80,73396;866,27679;mDUX-rep2-peak.5123
chr7;13192362;13194216;1855;13192822;561,93;868,95996;80,59805;864,3056;mDUX-rep2-peak.24775
chr4;34981319;34982165;847;34981740;671,09;867,02698;48,00648;862,37494;mDUX-rep2-peak.19285
chr11;9807513;9808325;813;9807876;560,98;866,98718;80,46215;862,33521;mDUX-rep2-peak.3906
chr3;62362814;62364401;1588;62363203;560,98;866,98718;80,46215;862,33521;mDUX-rep2-peak.17858
chr6;61783692;61785345;1654;61784965;560,98;866,98718;80,46215;862,33521;mDUX-rep2-peak.23600
chr7;103414891;103416153;1263;103415719;559,08;865,01526;80,19035;860,36725;mDUX-rep2-peak.25808
chr17;17276066;17277690;1625;17276428;557,19;861,07367;79,91854;856,4303;mDUX-rep2-peak.12792
chr7;15249248;15250442;1195;15250010;557,19;861,07367;79,91854;856,4303;mDUX-rep2-peak.24857
chr4;146975962;146977896;1935;146976275;579,97;858,4436;70,82368;853,80432;mDUX-rep2-peak.20828
chr1;129399798;129400628;831;129400230;555,29;857,13519;79,64673;852,49658;mDUX-rep2-peak.1324
chr12;12864339;12865805;1467;12865422;555,29;857,13519;79,64673;852,49658;mDUX-rep2-peak.5385
chr13;119928779;119930509;1731;119929407;555,29;857,13519;79,64673;852,49658;mDUX-rep2-peak.8461
chr10;36948157;36949022;866;36948625;554,34;855,16711;79,51083;850,53094;mDUX-rep2-peak.2567
chr15;47136445;47137204;760;47136850;554,34;855,16711;79,51083;850,53094;mDUX-rep2-peak.11022
chrX;126875537;126877102;1566;126875878;554,34;855,16711;79,51083;850,53094;mDUX-rep2-peak.29829
chr17;88141182;88141995;814;88141555;624,58;854,99609;56,46025;850,36157;mDUX-rep2-peak.13547
chr14;106477592;106478252;661;106477894;844,8;853,3222;25,85741;848,68835;mDUX-rep2-peak.10425
chr3;69941337;69942152;816;69941761;553,39;853,19989;79,37493;848,5661;mDUX-rep2-peak.17957
chr2;73006550;73007439;890;73006969;572,37;851,65283;71,54642;847,02112;mDUX-rep2-peak.16033
chr5;38656072;38657611;1540;38656474;649,26;851,64386;50,01992;847,01221;mDUX-rep2-peak.21741
chr13;69805564;69806383;820;69805975;552,44;851,2334;79,23902;846,60193;mDUX-rep2-peak.7905
chr17;85228265;85229592;1328;85229163;551,49;849,2677;79,10312;844,63867;mDUX-rep2-peak.13516
chr18;33603126;33604445;1320;33603571;551,49;849,2677;79,10312;844,63867;mDUX-rep2-peak.13889
chr2;69728696;69729439;744;69729039;551,49;849,2677;79,10312;844,63867;mDUX-rep2-peak.15967
chr3;66855147;66855914;768;66855491;551,49;849,2677;79,10312;844,63867;mDUX-rep2-peak.17915
chr2;16326061;16326873;813;16326493;550,54;847,3028;78,96722;842,67603;mDUX-rep2-peak.15431
chr19;21784051;21785519;1469;21784514;659,7;846,50854;47,19287;841,88367;mDUX-rep2-peak.14714
chr3;94055285;94056254;970;94055836;549,59;845,33868;78,83131;840,71423;mDUX-rep2-peak.18254
chr9;13635051;13635813;763;13635390;549,59;845,33868;78,83131;840,71423;mDUX-rep2-peak.27922
chr15;97477226;97478264;1039;97478023;548,64;843,37531;78,6954;838,75323;mDUX-rep2-peak.11489
chr2;181809363;181810298;936;181809856;548,64;843,37531;78,6954;838,75323;mDUX-rep2-peak.17283
chr10;104167158;104169297;2140;104168390;546,74;839,45093;78,42361;834,83356;mDUX-rep2-peak.3422
chr9;22724738;22725446;709;22725142;546,74;839,45093;78,42361;834,83356;mDUX-rep2-peak.28022
chr11;78104418;78105651;1234;78105140;545,8;837,48999;78,2877;832,87494;mDUX-rep2-peak.4736
chr13;99503185;99504126;942;99503668;545,8;837,48999;78,2877;832,87494;mDUX-rep2-peak.8219
chr8;24177481;24178287;807;24177918;545,8;837,48999;78,2877;832,87494;mDUX-rep2-peak.26797
chr17;23504180;23505042;863;23504585;551,49;837,08521;75,68362;832,4718;mDUX-rep2-peak.12857
chr7;117420460;117421453;994;117421059;597,05;835,81195;59,80524;831,19922;mDUX-rep2-peak.26000
chr13;67570492;67571399;908;67570988;544,85;835,52979;78,15179;830,91718;mDUX-rep2-peak.7854
chr3;100661050;100661823;774;100661433;563,83;834,95361;70,60377;830,34277;mDUX-rep2-peak.18386
chr11;19515727;19516599;873;19516160;543,9;833,57037;78,01589;828,95996;mDUX-rep2-peak.3997
chr14;59301842;59303558;1717;59302218;541,05;829,65405;77,60818;825,04828;mDUX-rep2-peak.9958
chr15;51937951;51939656;1706;51938577;541,05;829,65405;77,60818;825,04828;mDUX-rep2-peak.11049
chr16;3763972;3764816;845;3764411;541,05;829,65405;77,60818;825,04828;mDUX-rep2-peak.11638
chr3;68844741;68845617;877;68845257;542;829,65405;77,74409;825,04828;mDUX-rep2-peak.17937
chr7;122910003;122911594;1592;122911237;541,05;829,65405;77,60818;825,04828;mDUX-rep2-peak.26070
chr2;57849826;57850526;701;57850161;540,1;827,69708;77,47227;823,09509;mDUX-rep2-peak.15822
chr10;104184955;104186269;1315;104185408;539,15;825,74091;77,33637;821,14124;mDUX-rep2-peak.3428
chr3;116521262;116522119;858;116521694;539,15;825,74091;77,33637;821,14124;mDUX-rep2-peak.18571
chr10;12515546;12516689;1144;12515977;574,27;823,06036;63,91905;818,46484;mDUX-rep2-peak.2275
chr1;171260078;171260915;838;171260528;599,9;821,86249;56,48088;817,26746;mDUX-rep2-peak.1860
chr10;31979798;31980849;1052;31980164;537,25;821,83099;77,06456;817,23602;mDUX-rep2-peak.2518
chr3;30565614;30568035;2422;30567447;537,25;821,83099;77,06456;817,23602;mDUX-rep2-peak.17539
chr9;3331569;3332426;858;3332141;537,25;821,83099;77,06456;817,23602;mDUX-rep2-peak.27836
chr10;7623849;7624685;837;7624234;537,25;821,23071;76,89318;816,6377;mDUX-rep2-peak.2217
chr9;90808161;90809419;1259;90808474;536,3;819,87714;76,92867;815,28467;mDUX-rep2-peak.28875
chr2;83864961;83866745;1785;83866020;535,35;817,92426;76,79276;813,33417;mDUX-rep2-peak.16178
chr2;105172147;105172949;803;105172550;548,64;816,05414;71,19725;811,46637;mDUX-rep2-peak.16373
chr3;35431700;35432692;993;35432188;534,4;815,97211;76,65686;811,3844;mDUX-rep2-peak.17610
chr13;120311938;120312678;741;120312296;622,68;815,2168;49,69571;810,6311;mDUX-rep2-peak.8501
chr3;40670165;40670932;768;40670596;664,45;814,58539;41,59039;809,99988;mDUX-rep2-peak.17663
chr10;119236212;119237003;792;119236628;546,74;814,44073;71,53512;809,85529;mDUX-rep2-peak.3639
chr16;88359669;88360469;801;88360088;533,46;814,02075;76,52095;809,43555;mDUX-rep2-peak.12513
chr7;73686742;73687580;839;73687021;536,3;813,47192;75,11577;808,88849;mDUX-rep2-peak.25509
chr2;20432679;20433467;789;20433096;532,51;812,07025;76,38505;807,4873;mDUX-rep2-peak.15475
chr7;11025520;11028114;2595;11027641;532,51;812,07025;76,38505;807,4873;mDUX-rep2-peak.24718
chr7;13251782;13252617;836;13252150;532,51;812,07025;76,38505;807,4873;mDUX-rep2-peak.24777
chr2;77942972;77943799;828;77943388;531,56;810,12048;76,24915;805,53961;mDUX-rep2-peak.16129
chr3;93996067;93996937;871;93996645;531,56;810,12048;76,24915;805,53961;mDUX-rep2-peak.18245
chr6;49444313;49445109;797;49444703;531,56;810,12048;76,24915;805,53961;mDUX-rep2-peak.23441
chr1_GL456211_random;165584;166539;956;166058;619,83;810,02301;49,4688;805,44379;mDUX-rep2-peak.15232
chr15;12274830;12276041;1212;12275391;530,61;808,17157;76,11324;803,59326;mDUX-rep2-peak.10698
chr16;20884039;20884826;788;20884446;530,61;808,17157;76,11324;803,59326;mDUX-rep2-peak.11892
chr4;45670957;45672525;1569;45671382;554,34;807,58051;66,84377;803,00409;mDUX-rep2-peak.19391
chr16;3467885;3468726;842;3468327;529,66;806,22357;75,97734;801,64777;mDUX-rep2-peak.11633
